AGENCY,UPLOADED ON,VALUE
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,2349967
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1499939
Department of State,2/26/2025,1499888
Department of State,2/26/2025,2250000
Department of State,2/26/2025,1495061
Department of State,2/26/2025,1490989
Department of State,2/26/2025,200000
Department of State,2/26/2025,1487654
Department of State,2/26/2025,1487654
Department of State,2/26/2025,1487654
Department of State,2/26/2025,1487500
Department of State,2/26/2025,1486110
Department of State,2/26/2025,1485000
Department of State,2/26/2025,1484000
Department of State,2/26/2025,1483690
Department of State,2/26/2025,1481481
Department of State,2/26/2025,1481481
Department of State,2/26/2025,1481481
Department of State,2/26/2025,1481481
Department of State,2/26/2025,1481480
Department of State,2/26/2025,1481466
Department of State,2/26/2025,1481250
Department of State,2/26/2025,1480993
Department of State,2/26/2025,1480785
Department of State,2/26/2025,1480749
Department of State,2/26/2025,1480749
Department of State,2/26/2025,1480740
Department of State,2/26/2025,1480625
Department of State,2/26/2025,1480019
Department of State,2/26/2025,1480019
Department of State,2/26/2025,1480019
Department of State,2/26/2025,1479387
Department of State,2/26/2025,1478324
Department of State,2/26/2025,1475898
Department of State,2/26/2025,1470000
Department of State,2/26/2025,1464945
Department of State,2/26/2025,1462945
Department of State,2/26/2025,1457204
Department of State,2/26/2025,1454835
Department of State,2/26/2025,1449724
Department of State,2/26/2025,1442592
Department of State,2/26/2025,1440000
Department of State,2/26/2025,1439000
Department of State,2/26/2025,1434422
Department of State,2/26/2025,1431945
Department of State,2/26/2025,1431756
Department of State,2/26/2025,1431752
Department of State,2/26/2025,1431415
Department of State,2/26/2025,1425000
Department of State,2/26/2025,1424490
Department of State,2/26/2025,1415821
Department of State,2/26/2025,1412390
Department of State,2/26/2025,2145375
Department of State,2/26/2025,1404796
Department of State,2/26/2025,1400000
Department of State,2/26/2025,1400000
Department of State,2/26/2025,1400000
Department of State,2/26/2025,6450
Department of State,2/26/2025,1400000
Department of State,2/26/2025,1400000
Department of State,2/26/2025,1400000
Department of State,2/26/2025,1400000
Department of State,2/26/2025,1390000
Department of State,2/26/2025,1388888
Department of State,2/26/2025,1382965
Department of State,2/26/2025,1379650
Department of State,2/26/2025,1375000
Department of State,2/26/2025,1364778
Department of State,2/26/2025,1360889
Department of State,2/26/2025,1358259
Department of State,2/26/2025,1357760
Department of State,2/26/2025,1350000
Department of State,2/26/2025,2000000
Department of State,2/26/2025,1987540
Department of State,2/26/2025,1350000
Department of State,2/26/2025,1350000
Department of State,2/26/2025,1350000
Department of State,2/26/2025,1333330
Department of State,2/26/2025,1317564
Department of State,2/26/2025,1309514
Department of State,2/26/2025,1300000
Department of State,2/26/2025,1300000
Department of State,2/26/2025,1300000
Department of State,2/26/2025,1300000
Department of State,2/26/2025,1299674
Department of State,2/26/2025,1298000
Department of State,2/26/2025,1293165
Department of State,2/26/2025,1286594
Department of State,2/26/2025,1284000
Department of State,2/26/2025,1282683
Department of State,2/26/2025,1281402
Department of State,2/26/2025,1278000
Department of State,2/26/2025,1271611
Department of State,2/26/2025,1270818
Department of State,2/26/2025,1262547
Department of State,2/26/2025,1900000
Department of State,2/26/2025,1259062
Department of State,2/26/2025,1256975
Department of State,2/26/2025,1252401
Department of State,2/26/2025,1250000
Department of State,2/26/2025,493250
Department of State,2/26/2025,1250000
Department of State,2/26/2025,1250000
Department of State,2/26/2025,1787500
Department of State,2/26/2025,1250000
Department of State,2/26/2025,1250000
Department of State,2/26/2025,1250000
Department of State,2/26/2025,1250000
Department of State,2/26/2025,1246174
Department of State,2/26/2025,1556420
Department of State,2/26/2025,1234567
Department of State,2/26/2025,1234567
Department of State,2/26/2025,1234567
Department of State,2/26/2025,1234490
Department of State,2/26/2025,1234079
Department of State,2/26/2025,1233350
Department of State,2/26/2025,1233335
Department of State,2/26/2025,1230495
Department of State,2/26/2025,1230000
Department of State,2/26/2025,1230000
Department of State,2/26/2025,1214975
Department of State,2/26/2025,1203521
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1200000
Department of State,2/26/2025,1199999
Department of State,2/26/2025,1199000
Department of State,2/26/2025,1185122
Department of State,2/26/2025,1174999
Department of State,2/26/2025,1167089
Department of State,2/26/2025,1155000
Department of State,2/26/2025,1150000
Department of State,2/26/2025,1150000
Department of State,2/26/2025,1150000
Department of State,2/26/2025,1147740
Department of State,2/26/2025,1147122
Department of State,2/26/2025,1145000
Department of State,2/26/2025,1135740
Department of State,2/26/2025,1135355
Department of State,2/26/2025,1130000
Department of State,2/26/2025,1128133
Department of State,2/26/2025,1126498
Department of State,2/26/2025,1125000
Department of State,2/26/2025,1123766
Department of State,2/26/2025,1105325
Department of State,2/26/2025,1100281
Department of State,2/26/2025,1100000
Department of State,2/26/2025,1100000
Department of State,2/26/2025,1100000
Department of State,2/26/2025,1100000
Department of State,2/26/2025,1098701
Department of State,2/26/2025,1095378
Department of State,2/26/2025,1086243
Department of State,2/26/2025,1500000
Department of State,2/26/2025,1075000
Department of State,2/26/2025,1071707
Department of State,2/26/2025,1070731
Department of State,2/26/2025,1070000
Department of State,2/26/2025,1060000
Department of State,2/26/2025,1059958
Department of State,2/26/2025,1056158
Department of State,2/26/2025,1987654
Department of State,2/26/2025,1050000
Department of State,2/26/2025,1050000
Department of State,2/26/2025,1050000
Department of State,2/26/2025,1045250
Department of State,2/26/2025,1045193
Department of State,2/26/2025,1041860
Department of State,2/26/2025,1032253
Department of State,2/26/2025,1027940
Department of State,2/26/2025,1027159
Department of State,2/26/2025,1025000
Department of State,2/26/2025,1008823
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1499219
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1973359
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1409689
Department of State,2/26/2025,1350000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1350000
Department of State,2/26/2025,1260549
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1450000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,1000000
Department of State,2/26/2025,999999
Department of State,2/26/2025,999998
Department of State,2/26/2025,999962
Department of State,2/26/2025,999960
Department of State,2/26/2025,999465
Department of State,2/26/2025,999172
Department of State,2/26/2025,996500
Department of State,2/26/2025,996486
Department of State,2/26/2025,994991
Department of State,2/26/2025,992099
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,1234567
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987654
Department of State,2/26/2025,987653
Department of State,2/26/2025,987562
Department of State,2/26/2025,987540
Department of State,2/26/2025,987522
Department of State,2/26/2025,987500
Department of State,2/26/2025,987500
Department of State,2/26/2025,987500
Department of State,2/26/2025,987409
Department of State,2/26/2025,987166
Department of State,2/26/2025,987163
Department of State,2/26/2025,987161
Department of State,2/26/2025,987000
Department of State,2/26/2025,986679
Department of State,2/26/2025,986500
Department of State,2/26/2025,986500
Department of State,2/26/2025,986500
Department of State,2/26/2025,985007
Department of State,2/26/2025,983666
Department of State,2/26/2025,983527
Department of State,2/26/2025,983269
Department of State,2/26/2025,979580
Department of State,2/26/2025,978000
Department of State,2/26/2025,975500
Department of State,2/26/2025,975000
Department of State,2/26/2025,970874
Department of State,2/26/2025,969890
Department of State,2/26/2025,964337
Department of State,2/26/2025,954016
Department of State,2/26/2025,951561
Department of State,2/26/2025,950000
Department of State,2/26/2025,950000
Department of State,2/26/2025,950000
Department of State,2/26/2025,949991
Department of State,2/26/2025,944719
Department of State,2/26/2025,943111
Department of State,2/26/2025,940741
Department of State,2/26/2025,939709
Department of State,2/26/2025,934200
Department of State,2/26/2025,932911
Department of State,2/26/2025,932136
Department of State,2/26/2025,928395
Department of State,2/26/2025,925850
Department of State,2/26/2025,925000
Department of State,2/26/2025,919588
Department of State,2/26/2025,916000
Department of State,2/26/2025,914076
Department of State,2/26/2025,909254
Department of State,2/26/2025,901951
Department of State,2/26/2025,901443
Department of State,2/26/2025,900004
Department of State,2/26/2025,900000
Department of State,2/26/2025,900000
Department of State,2/26/2025,900000
Department of State,2/26/2025,900000
Department of State,2/26/2025,899998
Department of State,2/26/2025,893574
Department of State,2/26/2025,891876
Department of State,2/26/2025,890000
Department of State,2/26/2025,888877
Department of State,2/26/2025,887781
Department of State,2/26/2025,887530
Department of State,2/26/2025,883139
Department of State,2/26/2025,875000
Department of State,2/26/2025,874804
Department of State,2/26/2025,869170
Department of State,2/26/2025,869041
